custAge,profession,marital,responded
29,technician,single,yes
44,services,married,no
27,admin.,married,no
,admin.,single,no
,technician,married,yes
45,admin.,divorced,no
82,retired,divorced,yes
,blue-collar,married,no
47,services,married,no
43,services,married,no
39,technician,married,no
39,technician,married,no
41,blue-collar,married,no
52,blue-collar,married,no
,blue-collar,married,no
39,housemaid,married,no
54,services,married,no
55,self-employed,married,no
36,technician,single,yes
40,blue-collar,married,no
57,blue-collar,married,no
32,technician,single,no
,admin.,married,yes
58,admin.,married,no
38,blue-collar,married,no
45,admin.,married,no
26,entrepreneur,married,no
,blue-collar,single,no
38,admin.,single,no
29,admin.,unknown,no
35,technician,single,no
36,technician,single,no
,technician,married,no
30,admin.,divorced,no
46,services,married,no
38,services,single,no
29,technician,single,no
26,student,single,yes
,blue-collar,married,no
43,technician,single,no
32,admin.,single,yes
38,admin.,single,no
,blue-collar,single,no
52,blue-collar,unknown,no
,retired,divorced,no
52,blue-collar,married,no
32,admin.,single,no
39,admin.,married,no
,admin.,single,no
,blue-collar,married,no
33,technician,married,no
45,technician,married,no
54,blue-collar,divorced,no
59,services,married,no
56,admin.,married,no
51,services,married,no
52,technician,married,no
,technician,married,no
36,services,single,no
55,unemployed,married,no
28,services,married,no
39,admin.,married,no
30,admin.,married,no
32,blue-collar,single,no
,technician,single,no
44,admin.,single,no
37,services,single,no
,admin.,divorced,no
54,technician,married,no
49,blue-collar,married,no
,admin.,single,yes
34,services,married,no
49,services,married,no
49,admin.,single,no
,services,married,yes
38,admin.,single,yes
49,technician,married,no
45,blue-collar,married,no
46,blue-collar,married,no
25,technician,single,no
26,admin.,single,no
,admin.,single,no
58,unemployed,married,no
31,admin.,single,no
51,management,divorced,no
,blue-collar,married,yes
57,management,married,no
42,services,married,no
46,unemployed,married,no
50,blue-collar,married,no
45,admin.,divorced,no
50,entrepreneur,married,yes
52,admin.,married,no
46,management,married,no
56,retired,married,no
,admin.,married,no
58,blue-collar,married,no
36,blue-collar,divorced,no
,admin.,married,no
30,technician,married,no
,self-employed,married,no
35,admin.,married,no
,management,married,no
48,entrepreneur,married,no
,self-employed,married,no
38,housemaid,married,no
61,admin.,married,yes
36,blue-collar,single,no
58,housemaid,single,no
,admin.,single,no
29,blue-collar,married,no
31,admin.,married,no
,admin.,single,no
35,blue-collar,single,no
43,services,married,yes
,admin.,married,no
22,technician,single,no
,blue-collar,married,no
31,technician,single,yes
,admin.,married,no
30,housemaid,married,no
56,admin.,married,no
,housemaid,married,no
41,blue-collar,married,no
,admin.,married,no
41,technician,single,no
59,retired,married,no
,technician,married,no
,admin.,single,no
33,technician,married,yes
31,technician,married,no
33,blue-collar,married,no
33,admin.,divorced,no
,blue-collar,divorced,no
37,unemployed,married,no
31,technician,divorced,no
50,housemaid,married,no
26,blue-collar,single,no
52,blue-collar,married,no
29,admin.,single,no
46,blue-collar,married,no
,housemaid,divorced,no
27,blue-collar,married,no
41,technician,married,no
,management,divorced,no
53,admin.,married,no
,blue-collar,single,no
,blue-collar,married,no
,technician,single,no
42,admin.,married,no
29,admin.,single,no
,blue-collar,married,yes
,technician,married,no
37,blue-collar,married,yes
30,admin.,single,no
,services,married,no
46,management,married,no
,self-employed,married,no
56,admin.,married,no
,blue-collar,married,no
,blue-collar,single,no
32,services,married,no
43,technician,single,no
41,blue-collar,married,no
40,admin.,married,no
44,blue-collar,married,no
,blue-collar,married,no
50,entrepreneur,divorced,yes
,technician,married,no
38,admin.,single,no
,self-employed,married,no
64,retired,married,no
38,technician,married,no
62,retired,married,yes
28,admin.,single,no
44,blue-collar,married,no
29,management,married,no
45,admin.,married,no
30,blue-collar,married,no
55,technician,divorced,no
42,blue-collar,married,yes
32,blue-collar,single,no
,housemaid,married,no
47,management,married,no
,services,divorced,no
59,housemaid,married,no
30,technician,married,yes
34,blue-collar,married,no
34,technician,divorced,no
41,technician,married,no
55,entrepreneur,single,yes
32,blue-collar,married,no
,entrepreneur,married,no
57,services,married,no
43,blue-collar,married,no
41,entrepreneur,married,no
31,admin.,single,no
39,blue-collar,married,no
43,admin.,married,no
35,technician,divorced,no
39,blue-collar,married,no
43,self-employed,married,no
,blue-collar,married,no
,services,divorced,no
37,blue-collar,married,no
,admin.,single,no
47,self-employed,married,no
40,blue-collar,married,no
,blue-collar,divorced,no
24,admin.,single,no
,services,married,no
43,blue-collar,married,no
26,blue-collar,married,no
,blue-collar,married,no
53,admin.,single,yes
28,blue-collar,single,no
50,services,divorced,no
57,management,married,yes
46,blue-collar,married,no
55,management,married,no
33,services,single,no
55,housemaid,married,no
53,management,married,no
33,blue-collar,married,no
43,blue-collar,married,no
36,technician,married,no
40,blue-collar,married,no
29,admin.,single,no
33,admin.,single,no
,admin.,married,no
42,blue-collar,married,no
30,technician,married,no
29,blue-collar,single,no
49,technician,married,no
24,blue-collar,married,no
52,entrepreneur,single,no
35,technician,single,no
29,technician,single,yes
48,admin.,single,no
54,technician,married,no
40,self-employed,married,no
,technician,married,no
36,admin.,single,no
47,blue-collar,married,no
52,technician,married,no
38,admin.,divorced,no
41,unemployed,married,yes
,admin.,married,no
43,services,divorced,no
41,entrepreneur,married,no
31,management,single,no
,unemployed,married,no
24,technician,married,no
46,management,married,no
47,admin.,married,no
49,technician,married,no
22,blue-collar,single,no
35,admin.,married,no
31,admin.,married,yes
,housemaid,divorced,no
56,retired,married,no
42,services,single,no
49,blue-collar,married,no
31,technician,married,no
30,self-employed,single,no
58,retired,married,no
40,management,married,no
54,blue-collar,married,no
41,blue-collar,married,no
,blue-collar,married,no
32,technician,married,no
,admin.,single,no
34,technician,married,no
39,admin.,single,no
,blue-collar,married,yes
,blue-collar,single,no
40,blue-collar,single,no
29,blue-collar,married,no
50,admin.,married,yes
,retired,married,no
34,blue-collar,married,no
31,services,married,no
,admin.,single,no
,self-employed,married,no
29,services,single,no
,technician,single,no
39,technician,divorced,no
28,technician,married,no
,admin.,married,no
42,housemaid,divorced,no
43,entrepreneur,married,no
43,admin.,married,no
24,management,single,no
32,admin.,single,no
38,blue-collar,married,no
,technician,married,no
44,blue-collar,married,no
50,blue-collar,married,no
42,blue-collar,single,no
42,services,married,no
34,admin.,single,no
47,blue-collar,married,no
57,entrepreneur,married,no
,unemployed,divorced,no
35,services,married,no
30,blue-collar,married,no
35,admin.,single,no
26,management,single,no
,admin.,married,no
44,blue-collar,divorced,no
49,blue-collar,married,no
30,management,married,no
,blue-collar,divorced,no
40,technician,married,no
,entrepreneur,married,no
24,technician,single,no
45,self-employed,married,no
54,self-employed,married,no
41,management,married,no
43,technician,married,no
35,technician,married,yes
44,self-employed,divorced,no
26,blue-collar,married,no
,admin.,married,no
29,blue-collar,married,no
26,admin.,single,no
,blue-collar,single,no
,technician,married,no
38,admin.,single,no
,management,single,no
37,admin.,married,no
34,blue-collar,married,no
29,admin.,single,no
32,management,single,no
30,entrepreneur,married,no
55,retired,married,yes
,admin.,single,no
39,entrepreneur,divorced,no
39,blue-collar,married,no
38,management,divorced,no
,unemployed,married,yes
56,blue-collar,married,no
53,retired,married,no
,blue-collar,married,no
33,blue-collar,single,no
48,admin.,married,no
42,services,married,no
22,student,single,no
50,blue-collar,married,no
34,management,married,no
,entrepreneur,married,no
48,blue-collar,married,no
53,admin.,married,no
59,self-employed,married,no
53,admin.,married,no
,technician,married,no
31,blue-collar,single,no
32,technician,married,no
,admin.,married,no
39,admin.,single,no
49,technician,married,no
,admin.,single,no
50,blue-collar,married,yes
42,services,married,no
26,services,single,no
,unemployed,single,no
37,technician,single,no
56,technician,married,no
48,services,divorced,no
31,entrepreneur,single,no
,management,divorced,no
22,student,single,yes
44,self-employed,married,no
30,admin.,single,no
,technician,divorced,no
30,blue-collar,single,no
,technician,divorced,no
38,services,married,no
45,management,married,no
35,blue-collar,married,no
48,technician,married,no
,unemployed,married,no
48,self-employed,divorced,no
58,admin.,married,no
49,technician,divorced,yes
27,admin.,single,no
47,admin.,married,no
30,services,single,no
37,technician,married,yes
,services,single,no
,blue-collar,married,no
81,retired,married,no
,technician,married,no
,technician,married,no
46,admin.,single,no
39,management,married,no
45,housemaid,married,no
47,management,married,no
,entrepreneur,married,no
25,blue-collar,married,no
34,technician,divorced,no
55,management,divorced,no
,blue-collar,divorced,no
59,admin.,married,yes
36,admin.,single,no
36,technician,single,no
,admin.,single,yes
24,blue-collar,married,no
56,admin.,married,no
56,blue-collar,married,yes
32,admin.,single,no
38,technician,married,no
39,services,divorced,no
31,admin.,single,yes
37,admin.,single,no
36,blue-collar,married,no
63,retired,married,no
27,management,single,no
,technician,single,no
30,admin.,single,yes
37,blue-collar,divorced,no
28,admin.,single,yes
34,blue-collar,married,no
,blue-collar,single,no
32,management,married,no
46,blue-collar,married,no
24,management,married,no
,management,married,no
43,technician,married,no
31,technician,single,no
,admin.,married,yes
,blue-collar,single,no
49,admin.,divorced,yes
36,management,married,no
52,retired,divorced,no
31,blue-collar,single,no
46,admin.,divorced,no
29,services,single,no
48,management,married,no
29,admin.,single,no
51,unemployed,married,no
39,admin.,married,no
,blue-collar,married,no
,blue-collar,married,no
48,blue-collar,married,no
,management,married,no
,admin.,married,no
,self-employed,single,no
27,blue-collar,single,no
31,blue-collar,married,no
40,blue-collar,married,no
33,management,single,no
41,management,married,no
29,admin.,married,no
29,technician,married,no
42,technician,married,no
,entrepreneur,single,no
43,blue-collar,married,yes
28,blue-collar,married,no
35,blue-collar,married,no
46,blue-collar,single,no
,services,single,no
29,admin.,single,no
26,blue-collar,married,no
29,services,married,no
40,housemaid,single,no
31,student,single,yes
41,unemployed,married,no
,services,single,yes
52,management,married,no
,admin.,single,no
35,technician,married,no
,blue-collar,married,no
25,admin.,single,no
40,technician,married,no
,blue-collar,married,no
30,admin.,married,no
,self-employed,married,no
38,management,married,no
28,blue-collar,married,yes
24,services,single,no
,technician,married,no
,admin.,single,yes
45,admin.,divorced,no
,services,single,no
29,admin.,married,no
,admin.,single,no
,blue-collar,married,no
42,self-employed,married,no
36,blue-collar,married,no
,management,divorced,no
25,technician,divorced,no
,technician,married,yes
,management,married,no
38,self-employed,divorced,yes
40,technician,married,no
31,admin.,single,yes
36,admin.,married,no
57,unknown,married,no
,technician,single,no
60,retired,divorced,no
55,blue-collar,married,yes
,admin.,married,no
,unknown,married,no
47,admin.,married,no
41,self-employed,married,no
,admin.,single,no
,admin.,married,no
48,blue-collar,married,no
38,blue-collar,single,no
,admin.,single,no
70,retired,married,no
,blue-collar,single,yes
32,services,married,no
31,services,single,no
37,services,married,no
48,blue-collar,married,no
36,blue-collar,married,no
38,technician,married,no
,admin.,married,no
46,admin.,married,no
44,self-employed,divorced,yes
,blue-collar,married,no
18,student,single,yes
32,admin.,married,no
49,technician,married,no
56,services,married,no
33,admin.,single,no
25,blue-collar,married,no
54,retired,divorced,no
33,services,single,no
29,management,single,no
45,technician,married,no
39,admin.,married,no
57,retired,single,no
,technician,single,no
35,admin.,divorced,no
,blue-collar,married,no
,technician,single,no
35,management,married,no
,blue-collar,married,no
54,admin.,married,no
41,admin.,married,no
43,housemaid,married,no
,self-employed,married,no
40,admin.,divorced,no
51,blue-collar,married,yes
,services,married,no
54,technician,married,no
43,blue-collar,married,no
40,management,married,no
56,admin.,married,no
36,blue-collar,married,no
,admin.,married,no
70,retired,married,no
36,blue-collar,married,no
,blue-collar,married,no
30,admin.,divorced,no
43,blue-collar,married,no
34,technician,single,no
47,services,married,no
50,blue-collar,married,no
35,admin.,divorced,no
51,admin.,married,yes
,technician,divorced,no
28,admin.,married,no
27,blue-collar,single,no
,admin.,single,no
51,admin.,married,no
28,admin.,single,no
33,technician,married,no
53,retired,divorced,no
49,management,married,no
47,admin.,married,no
45,blue-collar,divorced,no
32,services,married,no
24,student,single,no
,blue-collar,married,no
38,admin.,single,no
29,admin.,married,no
,services,married,no
32,entrepreneur,married,no
40,technician,single,no
41,entrepreneur,single,no
47,management,married,no
42,blue-collar,married,yes
35,services,single,no
29,admin.,single,no
26,unemployed,single,yes
52,technician,divorced,no
30,management,married,no
45,management,married,no
45,blue-collar,married,no
,unemployed,married,no
53,services,married,no
69,unknown,married,no
30,technician,single,no
30,technician,divorced,no
29,admin.,single,no
57,retired,married,no
28,management,married,no
,admin.,single,no
34,admin.,married,no
,technician,married,no
,admin.,single,no
38,blue-collar,divorced,no
50,blue-collar,married,no
,services,single,no
83,retired,divorced,yes
30,technician,married,no
,retired,married,no
31,technician,single,no
48,services,married,no
,unemployed,single,no
30,admin.,single,no
31,admin.,married,yes
28,services,married,no
34,admin.,single,no
,admin.,single,no
47,services,divorced,no
,blue-collar,divorced,no
54,technician,married,no
,blue-collar,single,no
34,technician,single,no
31,management,married,no
32,self-employed,divorced,no
,management,married,no
36,blue-collar,married,no
35,admin.,single,no
27,admin.,married,no
28,admin.,single,no
30,blue-collar,single,no
30,technician,married,no
50,management,married,no
28,technician,single,yes
,admin.,married,no
49,services,married,no
44,management,married,no
37,services,married,no
49,blue-collar,married,no
38,entrepreneur,married,no
47,services,married,no
55,housemaid,married,no
33,technician,married,no
,unknown,married,no
36,self-employed,married,no
36,admin.,married,no
49,unemployed,married,no
,blue-collar,married,no
46,blue-collar,married,no
56,services,married,no
,technician,single,no
30,admin.,single,no
36,management,married,no
,blue-collar,divorced,yes
49,housemaid,married,no
49,unemployed,single,no
37,technician,married,no
51,blue-collar,married,no
57,retired,married,no
48,admin.,married,no
31,blue-collar,married,no
29,blue-collar,single,no
,services,single,no
59,retired,married,no
41,blue-collar,married,no
32,blue-collar,married,no
38,blue-collar,divorced,no
25,admin.,single,no
54,technician,divorced,no
43,admin.,married,no
26,blue-collar,single,no
45,management,divorced,no
,unemployed,married,no
31,admin.,married,no
,management,divorced,no
26,admin.,married,no
36,technician,married,no
,self-employed,single,no
26,admin.,single,no
25,entrepreneur,single,no
77,retired,married,no
34,admin.,single,no
34,admin.,single,yes
,technician,single,no
40,technician,divorced,no
31,blue-collar,married,no
,housemaid,married,no
,student,single,no
41,admin.,divorced,yes
,technician,married,no
34,admin.,divorced,no
45,blue-collar,married,no
33,admin.,married,no
,technician,married,yes
37,entrepreneur,married,no
65,retired,single,yes
50,housemaid,married,no
,admin.,married,no
,admin.,married,no
33,technician,single,no
53,admin.,married,no
,services,single,no
52,services,married,no
40,unemployed,married,no
53,services,married,no
45,technician,married,no
39,technician,married,no
,blue-collar,married,no
29,admin.,married,no
,services,divorced,no
46,management,divorced,no
,retired,married,no
38,blue-collar,single,yes
40,technician,married,no
44,technician,married,no
40,admin.,married,no
35,services,divorced,no
31,blue-collar,married,yes
,admin.,divorced,no
45,admin.,single,no
33,blue-collar,single,yes
35,blue-collar,married,no
,admin.,divorced,no
,technician,divorced,no
34,technician,single,no
40,technician,married,no
45,blue-collar,married,no
58,services,married,yes
41,self-employed,married,no
,services,single,no
49,admin.,married,no
39,admin.,married,no
48,blue-collar,married,no
79,retired,married,no
51,admin.,married,no
42,blue-collar,married,no
42,blue-collar,married,no
,housemaid,married,no
52,retired,divorced,no
,blue-collar,married,no
,admin.,married,no
,retired,divorced,no
48,self-employed,married,no
36,housemaid,married,no
30,entrepreneur,single,no
37,blue-collar,single,no
28,blue-collar,single,no
,management,married,no
49,blue-collar,married,no
,admin.,single,no
,services,single,no
33,admin.,married,yes
27,admin.,single,no
60,retired,married,yes
42,management,married,no
47,self-employed,married,no
39,blue-collar,married,no
,blue-collar,single,no
,blue-collar,married,no
27,student,single,no
50,technician,divorced,no
,blue-collar,married,no
31,admin.,single,no
,blue-collar,married,no
49,management,married,no
54,technician,married,no
48,technician,divorced,no
31,admin.,married,no
40,management,married,no
51,blue-collar,divorced,no
35,services,married,no
,admin.,married,no
32,technician,single,no
,blue-collar,married,no
,technician,married,no
32,admin.,single,no
24,blue-collar,single,yes
,admin.,single,no
50,retired,divorced,no
32,admin.,single,no
37,technician,married,no
39,technician,single,no
57,entrepreneur,married,no
25,admin.,single,no
38,technician,married,no
,admin.,married,yes
42,admin.,single,no
29,admin.,married,no
49,management,married,no
34,unemployed,married,no
51,blue-collar,married,no
55,housemaid,married,no
49,admin.,married,no
38,blue-collar,single,yes
32,unemployed,married,no
44,admin.,divorced,no
32,services,single,no
39,blue-collar,married,no
41,self-employed,divorced,no
,technician,married,no
,retired,divorced,no
75,retired,married,yes
44,unemployed,married,no
53,blue-collar,divorced,no
56,services,married,no
,admin.,married,no
,services,married,no
43,technician,married,no
,technician,single,yes
,retired,divorced,yes
,admin.,married,no
30,services,married,no
59,retired,married,no
30,housemaid,married,no
59,housemaid,married,no
31,blue-collar,married,no
35,technician,married,no
,admin.,divorced,no
,admin.,divorced,no
81,retired,divorced,no
25,admin.,single,no
,admin.,single,no
30,blue-collar,single,no
57,admin.,married,no
41,entrepreneur,single,no
39,technician,single,no
37,admin.,married,no
60,blue-collar,married,no
32,services,married,no
,blue-collar,married,no
,services,married,no
39,blue-collar,married,no
,services,single,no
59,retired,single,no
,admin.,married,no
34,technician,married,no
42,blue-collar,single,no
60,management,married,no
,entrepreneur,married,yes
26,entrepreneur,single,no
31,technician,married,no
23,unemployed,single,yes
32,admin.,divorced,no
31,services,married,no
,retired,married,yes
35,blue-collar,married,no
34,admin.,single,no
,unemployed,married,no
42,services,divorced,yes
39,admin.,single,yes
,entrepreneur,divorced,no
32,technician,divorced,yes
31,admin.,single,no
,technician,married,yes
53,technician,divorced,no
31,services,single,no
,blue-collar,married,no
24,student,single,yes
,self-employed,married,no
55,admin.,married,no
35,admin.,married,no
37,technician,married,no
59,admin.,married,no
,blue-collar,married,no
62,unknown,married,no
38,blue-collar,single,no
42,technician,married,no
42,management,married,no
23,blue-collar,married,no
52,blue-collar,married,no
33,technician,single,yes
26,unemployed,single,no
50,blue-collar,married,yes
,admin.,married,no
34,blue-collar,married,no
32,blue-collar,married,yes
45,technician,married,no
46,self-employed,married,no
30,admin.,married,yes
36,admin.,single,yes
51,admin.,married,no
,admin.,married,yes
,admin.,married,no
50,retired,married,no
60,admin.,divorced,no
30,admin.,single,no
41,admin.,single,no
33,services,divorced,no
46,management,married,no
,services,single,yes
49,blue-collar,married,yes
40,management,married,no
27,entrepreneur,single,no
,admin.,single,no
55,admin.,married,no
,housemaid,married,no
29,self-employed,single,yes
47,blue-collar,single,no
34,services,married,no
32,technician,single,no
,admin.,married,no
39,services,married,no
60,admin.,divorced,no
47,admin.,divorced,yes
54,admin.,single,no
38,management,divorced,no
,blue-collar,married,no
,admin.,married,no
34,entrepreneur,single,no
50,technician,divorced,no
54,services,divorced,yes
,management,single,no
31,technician,married,no
82,retired,married,yes
54,admin.,married,no
40,entrepreneur,married,no
47,technician,married,no
48,blue-collar,married,no
24,technician,single,no
39,services,married,no
24,blue-collar,single,no
49,blue-collar,married,no
,blue-collar,married,no
,admin.,married,no
,services,single,no
,services,married,no
49,entrepreneur,married,no
32,blue-collar,married,no
,blue-collar,married,no
51,blue-collar,divorced,no
41,technician,single,no
,entrepreneur,married,no
34,services,married,no
,blue-collar,divorced,yes
50,admin.,single,no
,admin.,divorced,no
45,services,married,no
,blue-collar,married,no
52,admin.,married,yes
30,technician,married,no
60,entrepreneur,married,no
39,management,single,yes
33,admin.,single,no
37,technician,single,no
37,entrepreneur,divorced,no
30,admin.,married,no
,technician,single,no
38,admin.,married,no
61,management,married,yes
29,admin.,married,no
36,technician,single,no
,blue-collar,married,no
37,technician,single,yes
21,blue-collar,married,yes
37,self-employed,single,no
33,technician,married,no
,services,married,no
,admin.,married,no
32,self-employed,married,no
,services,married,yes
33,blue-collar,married,no
48,admin.,married,no
38,blue-collar,married,no
33,services,single,no
38,technician,married,no
56,technician,divorced,no
55,blue-collar,married,no
,services,divorced,no
,services,married,no
37,admin.,married,no
37,services,married,no
56,management,married,no
51,services,married,yes
42,admin.,divorced,no
42,blue-collar,single,no
48,blue-collar,married,no
52,blue-collar,married,no
35,technician,married,no
50,self-employed,married,no
38,blue-collar,single,no
,housemaid,married,yes
27,blue-collar,single,yes
30,technician,married,no
,blue-collar,single,no
,admin.,divorced,no
40,admin.,divorced,no
39,admin.,single,no
,self-employed,divorced,no
42,admin.,married,yes
48,admin.,married,no
26,admin.,single,no
28,blue-collar,single,no
56,management,married,no
66,retired,single,yes
,admin.,divorced,no
,services,single,no
36,blue-collar,single,no
25,management,single,no
52,blue-collar,divorced,no
60,services,married,no
49,management,married,no
41,blue-collar,married,no
48,blue-collar,married,no
47,blue-collar,married,no
54,technician,single,no
53,admin.,married,no
,self-employed,single,yes
30,blue-collar,married,no
35,admin.,married,no
29,admin.,single,no
37,technician,single,no
36,admin.,single,no
27,blue-collar,married,no
44,services,married,no
70,admin.,married,yes
37,blue-collar,married,no
,services,married,no
,admin.,single,no
,technician,married,no
26,admin.,single,no
42,self-employed,married,yes
,entrepreneur,married,no
37,technician,single,no
,blue-collar,married,no
50,unemployed,married,yes
41,blue-collar,married,no
53,admin.,married,no
44,unemployed,married,no
48,blue-collar,married,no
26,admin.,single,yes
,technician,single,no
,technician,married,no
33,management,married,no
40,services,single,no
30,services,single,no
50,admin.,married,no
,admin.,married,no
,admin.,married,no
,admin.,married,no
46,technician,married,no
33,unemployed,single,no
,admin.,single,no
47,blue-collar,married,no
42,services,married,no
21,admin.,single,no
,retired,divorced,no
45,housemaid,divorced,no
43,technician,divorced,no
51,blue-collar,married,no
33,technician,single,no
46,admin.,married,no
33,services,married,yes
,technician,married,no
,technician,married,no
37,entrepreneur,married,no
68,retired,married,yes
36,admin.,married,no
,blue-collar,married,no
31,admin.,single,no
26,admin.,married,no
47,admin.,married,no
38,blue-collar,married,no
58,management,married,no
31,technician,single,no
52,blue-collar,married,no
,blue-collar,married,no
33,admin.,married,no
29,technician,single,yes
,entrepreneur,married,no
42,services,married,no
38,admin.,married,no
41,technician,single,no
,management,married,no
50,unemployed,married,no
25,admin.,married,yes
28,student,single,no
45,technician,married,no
28,self-employed,single,no
,management,married,no
56,housemaid,married,no
56,blue-collar,married,no
31,services,single,no
52,blue-collar,married,no
20,student,single,yes
57,retired,married,no
42,blue-collar,married,no
34,technician,married,yes
78,retired,married,no
57,blue-collar,married,no
37,housemaid,married,no
,blue-collar,divorced,yes
54,housemaid,married,no
35,blue-collar,married,no
,unemployed,married,no
30,services,married,no
29,management,single,no
34,unemployed,married,no
40,blue-collar,single,no
24,housemaid,married,no
35,admin.,divorced,no
,blue-collar,married,no
47,blue-collar,married,no
,technician,married,no
,blue-collar,divorced,no
,admin.,single,no
40,blue-collar,married,no
35,services,married,no
35,blue-collar,single,no
,blue-collar,married,no
,unknown,married,yes
45,technician,single,no
32,admin.,single,no
42,technician,single,no
35,services,divorced,no
37,services,married,no
27,admin.,single,yes
36,admin.,married,no
35,admin.,married,yes
,management,married,no
,admin.,married,no
,blue-collar,married,no
44,admin.,married,no
58,technician,married,no
70,admin.,married,no
59,blue-collar,married,no
,services,single,no
40,blue-collar,divorced,no
56,retired,married,no
56,technician,married,no
53,management,married,no
44,technician,married,no
38,admin.,married,no
,admin.,single,no
32,admin.,single,no
,admin.,single,no
62,retired,divorced,no
31,technician,single,no
75,retired,married,no
41,admin.,single,no
37,admin.,married,no
,blue-collar,married,no
,student,single,yes
46,services,married,no
40,admin.,married,no
51,housemaid,married,no
43,blue-collar,married,no
32,blue-collar,married,no
,admin.,married,no
32,management,single,yes
43,admin.,married,no
44,blue-collar,married,no
47,blue-collar,divorced,no
34,self-employed,married,no
,blue-collar,divorced,no
36,blue-collar,single,no
43,technician,married,no
38,blue-collar,single,yes
26,admin.,single,no
59,admin.,married,no
56,blue-collar,married,no
58,retired,divorced,yes
54,housemaid,married,yes
58,retired,married,no
56,admin.,married,yes
,blue-collar,married,no
41,blue-collar,married,no
32,management,single,yes
31,admin.,single,no
40,admin.,single,no
37,technician,single,no
,services,single,no
,technician,married,no
38,blue-collar,married,no
,retired,married,no
,technician,single,yes
,self-employed,married,no
32,technician,single,no
46,admin.,married,no
,technician,single,no
23,blue-collar,single,yes
45,blue-collar,divorced,no
54,admin.,married,no
48,management,married,no
33,housemaid,unknown,no
,blue-collar,married,no
48,housemaid,single,no
40,admin.,married,no
,management,married,no
41,admin.,divorced,no
,admin.,single,yes
38,technician,married,no
32,admin.,single,no
,blue-collar,married,no
56,technician,married,no
,blue-collar,single,no
29,services,married,no
29,blue-collar,single,no
30,unemployed,married,no
50,self-employed,married,no
33,admin.,married,no
,blue-collar,married,no
,admin.,single,no
42,blue-collar,married,no
,blue-collar,married,no
42,technician,divorced,no
,admin.,single,yes
31,blue-collar,married,no
,technician,single,no
32,blue-collar,married,no
35,technician,married,no
31,technician,single,no
42,retired,married,no
29,blue-collar,married,no
32,blue-collar,single,yes
43,management,married,no
33,blue-collar,married,no
49,blue-collar,married,no
34,admin.,married,no
33,blue-collar,married,no
,self-employed,married,no
42,admin.,divorced,no
52,technician,married,yes
44,blue-collar,divorced,yes
,management,married,no
27,admin.,married,no
31,admin.,single,no
32,admin.,single,no
36,blue-collar,single,no
33,admin.,married,no
,technician,married,no
,technician,single,yes
42,management,divorced,no
43,blue-collar,married,no
41,blue-collar,married,no
31,blue-collar,married,no
40,blue-collar,married,yes
35,technician,single,no
,admin.,single,no
49,housemaid,married,no
41,management,married,no
37,blue-collar,married,no
34,blue-collar,married,no
60,housemaid,married,yes
33,admin.,single,no
30,self-employed,married,no
33,admin.,single,no
49,services,married,no
,admin.,single,no
25,admin.,single,no
,blue-collar,married,no
,entrepreneur,married,no
37,admin.,married,no
52,services,divorced,no
,blue-collar,married,no
,services,married,no
25,admin.,married,no
45,technician,divorced,no
,admin.,married,no
,housemaid,married,no
37,blue-collar,married,no
,blue-collar,married,no
33,services,married,no
,admin.,married,no
35,services,single,no
44,blue-collar,single,yes
,admin.,single,no
43,housemaid,married,no
,admin.,divorced,no
42,admin.,married,no
39,housemaid,married,no
29,admin.,single,no
,admin.,single,yes
30,self-employed,married,yes
48,entrepreneur,married,yes
41,blue-collar,married,no
32,management,married,no
27,admin.,married,no
32,admin.,married,no
,admin.,married,no
34,management,married,no
24,blue-collar,married,no
,blue-collar,married,no
35,blue-collar,married,no
26,blue-collar,single,no
,blue-collar,divorced,no
49,unemployed,married,no
,entrepreneur,married,no
34,blue-collar,married,yes
48,blue-collar,married,no
,admin.,married,yes
30,entrepreneur,married,no
46,entrepreneur,married,no
,technician,married,no
28,blue-collar,married,no
,retired,married,no
46,technician,married,no
33,technician,married,no
44,blue-collar,married,no
58,admin.,divorced,no
40,entrepreneur,divorced,no
55,entrepreneur,divorced,yes
41,blue-collar,married,no
57,admin.,married,no
,retired,divorced,no
52,self-employed,married,no
43,management,divorced,no
40,management,married,yes
,technician,single,no
,services,married,no
36,admin.,married,no
34,blue-collar,married,no
38,entrepreneur,married,no
39,blue-collar,married,no
44,admin.,divorced,yes
43,blue-collar,married,no
79,retired,married,no
38,technician,married,no
49,services,married,no
,management,married,no
31,blue-collar,single,no
52,technician,married,no
,management,divorced,yes
35,management,married,no
45,blue-collar,single,no
42,admin.,married,no
48,technician,divorced,no
,admin.,married,no
26,unemployed,single,no
30,admin.,single,no
48,blue-collar,married,no
38,self-employed,married,no
37,technician,single,no
36,admin.,single,no
49,services,married,no
46,technician,married,no
,admin.,single,no
41,admin.,divorced,no
,student,single,no
55,blue-collar,married,no
,blue-collar,married,no
27,unemployed,single,no
,housemaid,divorced,no
,services,married,yes
51,technician,single,no
49,blue-collar,married,no
49,technician,married,no
,admin.,single,yes
35,technician,single,no
36,blue-collar,married,no
54,blue-collar,married,no
50,management,married,yes
,services,married,no
,services,divorced,no
34,admin.,single,no
39,technician,single,no
36,blue-collar,married,no
,blue-collar,married,no
35,blue-collar,divorced,no
46,admin.,married,no
30,technician,single,no
31,management,married,no
56,self-employed,married,no
44,technician,married,no
28,admin.,single,no
31,management,married,no
31,technician,married,no
58,admin.,divorced,no
